date;time;user;nice;system;idle;iowait;irq;softirq
2022-10-29;17:18:46;4.8;0.2;14.8;75.5;0.0;0.0;4.8
2022-10-29;17:18:47;1.5;0.0;11.5;80.5;0.0;0.0;6.5
2022-10-29;17:18:48;2.5;0.0;13.0;77.2;0.0;0.0;7.2
2022-10-29;17:18:49;2.5;0.0;9.8;82.8;0.0;0.0;5.0
2022-10-29;17:18:50;2.5;0.0;10.4;78.7;0.0;0.0;8.4
2022-10-29;17:18:51;4.8;0.0;16.8;70.2;0.0;0.0;8.2
2022-10-29;17:18:52;3.2;0.0;10.2;78.0;0.0;0.0;8.5
2022-10-29;17:18:53;2.0;0.0;11.5;78.5;0.0;0.0;8.0
2022-10-29;17:18:54;2.0;0.0;5.0;86.0;0.0;0.0;7.0
2022-10-29;17:18:55;2.0;0.0;7.0;84.2;0.0;0.0;6.8
2022-10-29;17:18:56;5.5;0.0;15.5;74.0;0.0;0.0;5.0
2022-10-29;17:18:57;1.0;0.0;6.2;87.8;0.0;0.0;5.0
2022-10-29;17:18:58;1.8;0.0;6.0;87.0;0.0;0.0;5.2
2022-10-29;17:18:59;2.5;0.0;6.5;86.0;0.0;0.0;5.0
2022-10-29;17:19:00;1.0;0.0;7.0;85.2;0.0;0.0;6.8
2022-10-29;17:19:01;3.5;0.2;14.8;73.5;0.0;0.0;8.0
2022-10-29;17:19:02;3.2;0.0;10.8;77.8;0.0;0.0;8.2
2022-10-29;17:19:03;2.5;0.0;11.2;78.0;0.0;0.0;8.2
2022-10-29;17:19:04;1.0;0.0;8.5;83.5;0.0;0.0;7.0
2022-10-29;17:19:05;1.0;0.0;8.8;83.8;0.0;0.0;6.5
2022-10-29;17:19:06;5.8;0.5;14.5;71.5;0.0;0.0;7.8
2022-10-29;17:19:07;2.5;0.0;10.5;79.8;0.0;0.0;7.2
2022-10-29;17:19:08;2.0;0.0;12.6;79.7;0.0;0.0;5.7
2022-10-29;17:19:09;2.0;0.0;14.2;78.0;0.0;0.0;5.8
2022-10-29;17:19:10;0.2;0.0;5.5;87.5;0.0;0.0;6.8
2022-10-29;17:19:11;4.2;0.0;11.0;78.5;0.0;0.0;6.2
2022-10-29;17:19:12;1.8;0.0;6.0;84.2;0.0;0.0;8.0
2022-10-29;17:19:13;1.5;0.0;6.5;85.5;0.0;0.0;6.5
2022-10-29;17:19:14;2.5;0.0;6.8;83.8;0.0;0.0;7.0
2022-10-29;17:19:15;1.8;0.0;12.8;81.2;0.0;0.0;4.2
2022-10-29;17:19:16;4.5;0.0;13.5;75.2;0.0;0.0;6.8
2022-10-29;17:19:17;2.2;0.0;7.8;83.2;0.0;0.0;6.8
2022-10-29;17:19:18;1.2;0.0;6.5;85.2;0.0;0.0;7.0
2022-10-29;17:19:19;1.2;0.0;7.8;86.5;0.0;0.0;4.5
2022-10-29;17:19:20;1.2;0.0;9.0;83.8;0.0;0.0;6.0
2022-10-29;17:19:21;2.5;0.5;14.2;75.8;0.0;0.0;7.0
2022-10-29;17:19:22;1.8;0.0;11.8;79.5;0.0;0.0;7.0
2022-10-29;17:19:23;1.2;0.0;10.1;82.7;0.0;0.0;5.9
2022-10-29;17:19:24;1.5;0.0;7.5;85.2;0.0;0.0;5.8
2022-10-29;17:19:25;2.0;0.0;12.2;78.5;0.0;0.0;7.2
2022-10-29;17:19:26;2.2;0.0;18.5;73.8;0.0;0.0;5.5
2022-10-29;17:19:27;2.0;0.0;6.2;85.5;0.0;0.0;6.2
2022-10-29;17:19:28;1.2;0.0;4.2;89.5;0.0;0.0;5.0
2022-10-29;17:19:29;1.8;0.0;6.0;86.0;0.0;0.0;6.2
2022-10-29;17:19:30;1.5;0.0;8.0;84.2;0.0;0.0;6.2
2022-10-29;17:19:31;1.8;0.5;12.5;80.5;0.0;0.0;4.8
2022-10-29;17:19:32;2.0;0.0;12.8;79.5;0.0;0.0;5.8
2022-10-29;17:19:33;2.5;0.0;6.8;86.0;0.0;0.0;4.8
2022-10-29;17:19:34;2.0;0.0;6.8;85.0;0.0;0.0;6.2
2022-10-29;17:19:35;1.5;0.0;7.2;86.5;0.0;0.0;4.8
2022-10-29;17:19:36;2.8;0.5;15.2;76.0;0.0;0.0;5.5
2022-10-29;17:19:37;1.7;0.0;9.2;82.7;0.0;0.0;6.4
2022-10-29;17:19:38;2.8;0.0;10.2;81.0;0.0;0.0;6.0
2022-10-29;17:19:39;1.2;0.0;11.0;81.8;0.0;0.0;6.0
2022-10-29;17:19:40;2.0;0.0;6.8;84.8;0.0;0.0;6.5
2022-10-29;17:19:41;3.5;0.2;13.0;78.2;0.0;0.0;5.0
2022-10-29;17:19:42;1.5;0.0;5.2;87.5;0.0;0.0;5.8
2022-10-29;17:19:43;2.0;0.0;9.8;80.8;0.0;0.0;7.5
2022-10-29;17:19:44;1.0;0.0;5.0;86.2;0.0;0.0;7.8
2022-10-29;17:19:45;2.8;0.0;8.5;82.0;0.0;0.0;6.8
2022-10-29;17:19:46;3.8;0.5;12.8;76.8;0.0;0.0;6.2
2022-10-29;17:19:47;3.0;0.0;8.5;79.2;0.0;0.0;9.2
2022-10-29;17:19:48;1.2;0.0;10.0;82.0;0.0;0.0;6.8
2022-10-29;17:19:49;1.2;0.0;6.0;86.8;0.0;0.0;6.0
2022-10-29;17:19:50;2.2;0.0;7.2;83.5;0.0;0.0;7.0
2022-10-29;17:19:51;2.2;0.2;14.0;75.8;0.0;0.0;7.8
2022-10-29;17:19:52;1.5;0.0;6.2;87.1;0.0;0.0;5.2
2022-10-29;17:19:53;1.0;0.0;11.2;78.2;0.0;0.0;9.5
2022-10-29;17:19:54;1.8;0.0;13.2;78.2;0.0;0.0;6.8
2022-10-29;17:19:55;6.5;0.0;10.8;78.5;0.0;0.0;4.2
2022-10-29;17:19:56;6.2;0.2;10.8;80.8;0.0;0.0;2.0
2022-10-29;17:19:57;1.5;0.0;8.5;86.0;0.0;0.0;4.0
2022-10-29;17:19:58;1.5;0.0;5.5;88.2;0.0;0.0;4.8
2022-10-29;17:19:59;1.2;0.0;6.5;87.5;0.0;0.0;4.8
2022-10-29;17:20:00;2.2;0.0;7.2;86.0;0.0;0.0;4.5
2022-10-29;17:20:01;3.2;0.0;15.0;76.2;0.2;0.0;5.2
2022-10-29;17:20:02;1.5;0.0;8.8;85.2;0.0;0.0;4.5
2022-10-29;17:20:03;2.5;0.0;5.8;86.8;0.0;0.0;5.0
2022-10-29;17:20:04;1.2;0.0;6.5;88.0;0.0;0.0;4.2
2022-10-29;17:20:05;2.0;0.0;6.8;84.0;0.0;0.0;7.2
2022-10-29;17:20:06;2.2;0.2;13.8;80.0;0.0;0.0;3.8
2022-10-29;17:20:07;1.8;0.0;6.5;87.0;0.0;0.0;4.8
2022-10-29;17:20:08;2.2;0.0;8.8;82.5;0.0;0.0;6.5
2022-10-29;17:20:09;1.5;0.0;5.9;87.4;0.0;0.0;5.2
2022-10-29;17:20:10;2.0;0.0;7.8;85.5;0.0;0.0;4.8
2022-10-29;17:20:11;4.2;0.5;13.0;77.8;0.0;0.0;4.5
2022-10-29;17:20:12;1.0;0.0;9.0;83.5;0.0;0.0;6.5
2022-10-29;17:20:13;0.8;0.0;8.8;82.8;0.0;0.0;7.8
2022-10-29;17:20:14;2.2;0.0;8.0;84.2;0.0;0.0;5.5
2022-10-29;17:20:15;1.8;0.0;7.5;86.5;0.0;0.0;4.2
2022-10-29;17:20:16;5.5;0.5;17.0;74.0;0.0;0.0;3.0
2022-10-29;17:20:17;4.0;0.0;11.8;80.5;0.0;0.0;3.8
2022-10-29;17:20:18;1.8;0.0;24.5;68.2;0.0;0.0;5.5
2022-10-29;17:20:19;2.2;0.0;22.2;71.2;0.0;0.0;4.2
2022-10-29;17:20:20;3.0;0.0;18.8;73.0;0.0;0.0;5.2
2022-10-29;17:20:21;5.5;0.0;27.8;59.5;0.0;0.0;7.2
2022-10-29;17:20:22;2.5;0.0;21.0;72.0;0.0;0.0;4.5
2022-10-29;17:20:23;2.8;0.0;20.5;70.5;0.0;0.0;6.2
2022-10-29;17:20:24;3.8;0.0;18.2;72.8;0.0;0.0;5.2
2022-10-29;17:20:25;1.0;0.0;21.0;72.5;0.0;0.0;5.5
2022-10-29;17:20:26;5.2;0.2;24.5;63.1;0.0;0.0;6.9
2022-10-29;17:20:27;2.2;0.0;23.0;69.8;0.0;0.0;5.0
2022-10-29;17:20:28;2.5;0.0;20.0;72.0;0.0;0.0;5.5
2022-10-29;17:20:29;2.2;0.0;20.5;73.2;0.0;0.0;4.0
2022-10-29;17:20:30;1.8;0.0;19.2;72.8;0.0;0.0;6.2
2022-10-29;17:20:31;5.0;0.5;27.2;61.2;0.0;0.0;6.0
2022-10-29;17:20:32;8.0;0.0;24.0;62.0;0.0;0.0;6.0
2022-10-29;17:20:33;2.8;0.0;20.0;72.5;0.0;0.0;4.8
2022-10-29;17:20:34;2.0;0.0;20.0;70.5;0.0;0.0;7.5
2022-10-29;17:20:35;2.0;0.0;23.0;70.5;0.0;0.0;4.5
2022-10-29;17:20:36;4.0;0.2;25.8;63.2;0.0;0.0;6.8
2022-10-29;17:20:37;1.8;0.0;21.0;72.0;0.0;0.0;5.2
2022-10-29;17:20:38;1.8;0.0;22.2;71.5;0.0;0.0;4.5
2022-10-29;17:20:39;2.5;0.0;22.0;69.8;0.0;0.0;5.8
2022-10-29;17:20:40;2.0;0.0;20.2;73.0;0.0;0.0;4.8
2022-10-29;17:20:41;3.8;0.8;25.0;65.0;0.0;0.0;5.5
2022-10-29;17:20:42;2.8;0.0;20.8;71.2;0.0;0.0;5.2
2022-10-29;17:20:43;2.2;0.0;19.0;73.2;0.0;0.0;5.5
2022-10-29;17:20:44;3.0;0.0;18.8;69.3;0.0;0.0;8.9
2022-10-29;17:20:45;1.5;0.0;20.2;74.0;0.0;0.0;4.2
2022-10-29;17:20:46;4.2;0.2;23.5;65.0;0.0;0.0;7.0
2022-10-29;17:20:47;1.2;0.0;22.0;71.2;0.0;0.0;5.5
2022-10-29;17:20:48;2.5;0.0;23.8;69.0;0.0;0.0;4.8
2022-10-29;17:20:49;2.0;0.0;20.2;71.0;0.0;0.0;6.8
2022-10-29;17:20:50;3.0;0.0;20.5;71.0;0.0;0.0;5.5
2022-10-29;17:20:51;4.5;0.0;24.8;63.8;0.0;0.0;7.0
2022-10-29;17:20:52;2.2;0.0;22.5;69.2;0.0;0.0;6.0
2022-10-29;17:20:53;3.2;0.0;16.8;72.5;0.0;0.0;7.5
2022-10-29;17:20:54;1.5;0.0;21.0;72.8;0.0;0.0;4.8
2022-10-29;17:20:55;1.2;0.0;20.0;72.5;0.0;0.0;6.2
2022-10-29;17:20:56;4.5;0.0;23.5;65.2;0.0;0.0;6.8
2022-10-29;17:20:57;4.2;0.0;21.2;69.2;0.0;0.0;5.2
2022-10-29;17:20:58;2.0;0.0;23.5;68.8;0.0;0.0;5.8
2022-10-29;17:20:59;3.2;0.0;19.5;70.8;0.0;0.0;6.5
2022-10-29;17:21:00;1.8;0.0;20.8;72.5;0.0;0.0;5.0
2022-10-29;17:21:01;2.0;0.0;30.0;62.1;0.0;0.0;5.9
2022-10-29;17:21:02;3.8;0.0;22.0;69.2;0.0;0.0;5.0
2022-10-29;17:21:03;3.2;0.0;20.0;73.2;0.0;0.0;3.5
2022-10-29;17:21:04;3.8;0.0;21.8;69.0;0.0;0.0;5.5
2022-10-29;17:21:05;1.0;0.0;20.0;72.0;0.0;0.0;7.0
2022-10-29;17:21:06;3.5;0.5;23.2;66.5;0.0;0.0;6.2
2022-10-29;17:21:07;3.0;0.0;21.2;70.0;0.0;0.0;5.8
2022-10-29;17:21:08;3.5;0.0;19.0;71.5;0.0;0.0;6.0
2022-10-29;17:21:09;1.2;0.0;22.5;71.0;0.0;0.0;5.2
2022-10-29;17:21:10;3.5;0.0;18.2;71.8;0.0;0.0;6.5
2022-10-29;17:21:11;4.0;0.2;27.2;62.5;0.0;0.0;6.0
2022-10-29;17:21:12;1.0;0.0;20.2;73.8;0.0;0.0;5.0
2022-10-29;17:21:13;1.5;0.0;20.8;70.2;0.0;0.0;7.5
2022-10-29;17:21:14;3.2;0.0;19.8;70.0;0.0;0.0;7.0
2022-10-29;17:21:15;2.2;0.0;19.2;73.2;0.0;0.0;5.2
2022-10-29;17:21:16;4.8;0.0;26.2;64.5;0.0;0.0;4.5
2022-10-29;17:21:17;2.7;0.0;20.5;69.1;0.0;0.0;7.7
2022-10-29;17:21:18;2.8;0.0;20.0;71.5;0.0;0.0;5.8
2022-10-29;17:21:19;1.8;0.0;20.0;72.2;0.0;0.0;6.0
2022-10-29;17:21:20;3.2;0.0;20.5;70.0;0.0;0.0;6.2
2022-10-29;17:21:21;2.5;0.0;26.2;64.5;0.0;0.0;6.8
2022-10-29;17:21:22;2.2;0.0;20.0;72.2;0.0;0.0;5.5
2022-10-29;17:21:23;0.8;0.0;20.0;70.5;0.0;0.0;8.8
2022-10-29;17:21:24;2.5;0.0;21.8;69.8;0.0;0.0;6.0
2022-10-29;17:21:25;3.0;0.0;20.2;69.5;0.0;0.0;7.2
2022-10-29;17:21:26;3.0;0.8;26.5;65.8;0.0;0.0;4.0
2022-10-29;17:21:27;3.2;0.0;22.2;69.5;0.0;0.0;5.0
2022-10-29;17:21:28;2.0;0.0;21.2;72.8;0.0;0.0;4.0
2022-10-29;17:21:29;1.5;0.0;20.0;74.2;0.0;0.0;4.2
2022-10-29;17:21:30;3.5;0.0;21.0;73.2;0.0;0.0;2.2
2022-10-29;17:21:31;2.8;0.5;28.0;62.8;0.0;0.0;6.0
2022-10-29;17:21:32;1.8;0.0;20.8;70.5;0.0;0.0;7.0
2022-10-29;17:21:33;2.2;0.0;21.0;72.3;0.0;0.0;4.5
2022-10-29;17:21:34;2.0;0.0;20.5;71.8;0.0;0.0;5.8
2022-10-29;17:21:35;2.8;0.0;20.2;70.5;0.0;0.0;6.5
2022-10-29;17:21:36;5.0;0.2;25.2;62.2;0.0;0.0;7.2
2022-10-29;17:21:37;2.2;0.0;20.8;71.0;0.0;0.0;6.0
2022-10-29;17:21:38;2.0;0.0;20.0;70.2;0.0;0.0;7.8
2022-10-29;17:21:39;4.0;0.0;18.0;71.2;0.0;0.0;6.8
2022-10-29;17:21:40;2.5;0.0;22.2;69.5;0.0;0.0;5.8
2022-10-29;17:21:41;3.0;0.5;27.0;62.8;0.0;0.0;6.8
2022-10-29;17:21:42;2.8;0.0;19.5;72.0;0.0;0.0;5.8
2022-10-29;17:21:43;1.2;0.0;22.5;71.0;0.0;0.0;5.2
2022-10-29;17:21:44;2.5;0.0;17.5;70.8;0.0;0.0;9.2
2022-10-29;17:21:45;1.8;0.0;23.0;71.8;0.0;0.0;3.5
2022-10-29;17:21:46;4.2;0.0;27.2;63.5;0.0;0.0;5.0
2022-10-29;17:21:47;1.8;0.0;21.2;70.2;0.0;0.0;6.8
2022-10-29;17:21:48;3.5;0.0;20.8;69.5;0.0;0.0;6.2
2022-10-29;17:21:49;1.8;0.0;19.2;72.2;0.0;0.0;6.8
2022-10-29;17:21:50;1.2;0.0;20.0;73.5;0.0;0.0;5.2
2022-10-29;17:21:51;6.2;0.2;23.8;61.9;0.0;0.0;7.9
2022-10-29;17:21:52;3.5;0.0;21.8;68.8;0.0;0.0;6.0
2022-10-29;17:21:53;2.0;0.0;21.2;70.2;0.0;0.0;6.5
2022-10-29;17:21:54;3.5;0.0;20.5;70.0;0.0;0.0;6.0
2022-10-29;17:21:55;3.2;0.0;21.5;68.0;0.0;0.0;7.2
2022-10-29;17:21:56;2.0;0.8;26.2;64.0;0.0;0.0;7.0
2022-10-29;17:21:57;2.8;0.0;19.8;71.0;0.0;0.0;6.5
2022-10-29;17:21:58;2.0;0.0;22.0;70.5;0.0;0.0;5.5
2022-10-29;17:21:59;2.5;0.0;20.5;70.0;0.0;0.0;7.0
2022-10-29;17:22:00;2.8;0.0;20.2;70.2;0.0;0.0;6.8
2022-10-29;17:22:01;5.0;0.5;28.0;62.8;0.0;0.0;3.8
2022-10-29;17:22:02;2.5;0.0;18.8;73.2;0.0;0.0;5.5
2022-10-29;17:22:03;2.2;0.0;21.5;69.2;0.0;0.0;7.0
2022-10-29;17:22:04;1.5;0.0;20.5;72.0;0.0;0.0;6.0
2022-10-29;17:22:05;2.2;0.0;19.5;74.8;0.0;0.0;3.5
2022-10-29;17:22:06;6.0;0.0;25.2;63.2;0.0;0.0;5.5
2022-10-29;17:22:07;3.2;0.0;18.8;71.5;0.0;0.0;6.4
2022-10-29;17:22:08;2.8;0.0;23.0;69.0;0.0;0.0;5.2
2022-10-29;17:22:09;2.2;0.0;20.5;73.2;0.0;0.0;4.0
2022-10-29;17:22:10;2.5;0.0;20.8;71.5;0.0;0.0;5.2
2022-10-29;17:22:11;2.8;0.2;28.0;65.2;0.0;0.0;3.8
2022-10-29;17:22:12;1.8;0.0;20.8;70.2;0.0;0.0;7.2
