1667056591;10241.00
1667056592;5626.00
1667056593;8184.00
1667056594;478086.00
1667056595;759284.00
1667056596;757948.00
1667056597;758032.00
1667056598;759439.00
1667056599;756380.00
1667056600;757850.00
1667056601;761220.00
1667056602;757291.00
1667056603;757562.00
1667056604;760955.00
1667056605;759288.00
1667056606;755177.00
1667056607;760618.00
1667056608;758840.00
1667056609;757778.00
1667056610;759439.00
1667056611;755524.00
1667056612;759221.00
1667056613;758132.00
1667056614;1295799.00
1667056615;4219780.00
1667056616;3616344.00
1667056617;2372052.00
1667056618;1567839.00
1667056619;1514046.00
1667056620;1519016.00
1667056621;1521722.00
1667056622;2196015.00
1667056623;3305478.00
1667056624;2800945.00
1667056625;3395990.00
1667056626;1710825.00
1667056627;2914680.00
1667056628;3506030.00
1667056629;2831146.00
1667056630;5083569.00
1667056631;1665064.00
1667056632;1652994.00
1667056633;4135669.00
1667056634;3420160.00
1667056635;4230062.00
1667056636;1507170.00
1667056637;2002264.00
1667056638;4328349.00
1667056639;1495924.00
1667056640;1476342.00
1667056641;830838.00
1667056642;829267.00
1667056643;831740.00
1667056644;831548.00
1667056645;764642.00
1667056646;756070.00
1667056647;756731.00
1667056648;758484.00
1667056649;1494348.00
1667056650;1209149.00
1667056651;757692.00
1667056652;759849.00
1667056653;754474.00
1667056654;757677.00
1667056655;1699380.00
1667056656;2354696.00
1667056657;2528458.00
1667056658;1507969.00
1667056659;2303390.00
1667056660;3572618.00
1667056661;5122156.00
1667056662;6611528.00
1667056663;3443936.00
1667056664;3260193.00
1667056665;3062474.00
1667056666;1963005.00
1667056667;1508738.00
1667056668;2696028.00
1667056669;4003426.00
1667056670;4971535.00
1667056671;2983430.00
1667056672;1667530.00
1667056673;1507154.00
1667056674;832628.00
1667056675;830066.00
1667056676;831362.00
1667056677;1075410.00
1667056678;4816053.00
1667056679;4739086.00
1667056680;2841028.00
1667056681;3036216.00
1667056682;2531547.00
1667056683;4158702.00
1667056684;831931.00
1667056685;831352.00
1667056686;831567.00
1667056687;1665822.00
1667056688;5594342.00
1667056689;1700690.00
1667056690;1663857.00
1667056691;4582764.00
1667056692;1412396.00
1667056693;1415596.00
1667056694;6079097.00
1667056695;4556559.00
1667056696;2461752.00
1667056697;831825.00
1667056698;832862.00
1667056699;831681.00
1667056700;833203.00
1667056701;1580662.00
1667056702;1666800.00
1667056703;4307523.00
1667056704;2564278.00
1667056705;1303146.00
1667056706;1660427.00
1667056707;3871048.00
1667056708;829388.00
1667056709;831331.00
1667056710;832099.00
1667056711;2624448.00
1667056712;4147040.00
1667056713;3088582.00
1667056714;5987009.00
1667056715;5378332.00
1667056716;2331848.00
1667056717;759488.00
1667056718;760376.00
1667056719;757608.00
1667056720;759610.00
1667056721;3059714.00
1667056722;3662581.00
1667056723;3706468.00
1667056724;2849549.00
1667056725;1523600.00
1667056726;1582251.00
1667056727;4504832.00
1667056728;5775428.00
1667056729;3194316.00
1667056730;3105241.00
1667056731;5767738.00
1667056732;5621976.00
1667056733;2804736.00
1667056734;1561956.00
1667056735;3771520.00
1667056736;758274.00
1667056737;754680.00
1667056738;758973.00
1667056739;759622.00
1667056740;3445599.00
1667056741;3138384.00
1667056742;6394563.00
1667056743;3110292.00
1667056744;3021591.00
1667056745;3113436.00
1667056746;5135576.00
1667056747;4869402.00
1667056748;7768674.00
1667056749;1767824.00
1667056750;757119.00
1667056751;756384.00
1667056752;758814.00
1667056753;842846.00
1667056754;5662156.00
1667056755;3845078.00
1667056756;1518000.00
1667056757;1554434.00
1667056758;1703016.00
1667056759;1946334.00
1667056760;5041770.00
1667056761;3413101.00
1667056762;6846791.00
1667056763;2250294.00
1667056764;4128631.00
1667056765;4727126.00
1667056766;3028715.00
1667056767;864954.00
1667056768;760568.00
1667056769;757764.00
1667056770;760023.00
1667056771;1729608.00
1667056772;4137133.00
1667056773;1672148.00
1667056774;1850420.00
1667056775;3232952.00
1667056776;1566358.00
1667056777;1563416.00
1667056778;3202315.00
1667056779;827810.00
1667056780;834250.00
1667056781;834562.00
1667056782;649202.00
1667056783;2761003.00
1667056784;832865.00
1667056785;834396.00
1667056786;832904.00
1667056787;1031279.00
1667056788;3290270.00
1667056789;835060.00
1667056790;829150.00
1667056791;831197.00
1667056792;3411960.00
1667056793;5238052.00
1667056794;4459829.00
1667056795;2148880.00
1667056796;1105062.00
1667056797;758168.00
1667056798;759306.00
1667056799;757533.00
1667056800;760664.00
1667056801;757742.00
1667056802;756084.00
1667056803;757935.00
1667056804;758478.00
1667056805;759756.00
1667056806;758292.00
1667056807;756775.00
1667056808;758840.00
1667056809;760618.00
1667056810;757706.00
1667056811;759617.00
1667056812;756230.00
1667056813;759290.00
1667056814;758389.00
1667056815;1221527.00
1667056816;1489942.00
1667056817;8920290.00
1667056818;11338408.00
1667056819;11302805.00
1667056820;11375474.00
1667056821;11466340.00
1667056822;11199177.00
1667056823;11031917.00
1667056824;11352751.00
1667056825;11297557.00
1667056826;11292336.00
1667056827;11401505.00
1667056828;11191385.00
1667056829;11248682.00
1667056830;11295450.00
1667056831;10710893.00
1667056832;11397362.00
1667056833;11210440.00
1667056834;11343745.00
1667056835;11270145.00
