date;time;user;nice;system;idle;iowait;irq;softirq
2022-10-29;17:31:59;2.6;0.0;21.4;69.8;0.0;2.6;3.6
2022-10-29;17:32:00;2.6;0.0;24.1;67.2;0.0;2.1;4.1
2022-10-29;17:32:01;2.1;0.0;23.6;68.7;0.0;2.1;3.6
2022-10-29;17:32:02;3.7;0.0;20.9;69.1;0.0;2.6;3.7
2022-10-29;17:32:03;3.6;0.0;21.9;68.4;0.0;2.0;4.1
2022-10-29;17:32:04;3.3;0.0;18.5;71.7;0.0;2.7;3.8
2022-10-29;17:32:05;4.1;0.0;21.5;68.7;0.0;2.1;3.6
2022-10-29;17:32:06;3.1;0.0;20.9;69.1;0.0;2.6;4.2
2022-10-29;17:32:07;3.6;0.0;22.6;68.2;0.0;2.1;3.6
2022-10-29;17:32:08;4.2;0.0;20.3;69.3;0.0;2.1;4.2
2022-10-29;17:32:09;1.6;0.0;22.1;70.5;0.0;2.1;3.7
2022-10-29;17:32:10;1.5;0.0;26.1;65.8;0.0;2.5;4.0
2022-10-29;17:32:11;4.1;0.0;21.1;69.1;0.0;2.1;3.6
2022-10-29;17:32:12;3.6;0.5;24.4;65.5;0.0;2.0;4.1
2022-10-29;17:32:13;3.0;0.0;24.0;67.5;0.0;2.0;3.5
2022-10-29;17:32:14;1.6;0.0;21.9;70.1;0.0;2.7;3.7
2022-10-29;17:32:15;3.7;0.0;20.5;70.0;0.0;2.1;3.7
2022-10-29;17:32:16;3.5;0.0;23.2;66.7;0.0;2.5;4.0
2022-10-29;17:32:17;2.0;0.0;25.9;66.0;0.0;2.5;3.6
2022-10-29;17:32:18;3.8;0.0;18.0;71.0;0.0;2.2;4.9
2022-10-29;17:32:19;4.5;0.0;21.7;67.7;0.0;2.5;3.5
2022-10-29;17:32:20;5.7;0.0;19.3;68.8;0.0;2.1;4.2
2022-10-29;17:32:21;1.6;0.0;23.4;68.8;0.0;2.6;3.6
